type          ,name                                                              ,iso_country,municipality                               ,iata_code
small_airport ,Aranuka Airport                                                   ,KI         ,Buariki                                    ,AAK
small_airport ,Niokolo-Koba Airport                                              ,SN         ,Niokolo-Koba National Park                 ,NIK
medium_airport,Niue International Airport                                        ,NU         ,Alofi                                      ,IUE
small_airport ,Sinak Airport                                                     ,ID         ,Sinak                                      ,NKD
medium_airport,Ninglang Luguhu Airport                                           ,CN         ,Ninglang                                   ,NLH
medium_airport,Pointe Vele Airport                                               ,WF         ,Futuna Island                              ,FUT
medium_airport,Hihifo Airport                                                    ,WF         ,Wallis Island                              ,WLS
small_airport ,Industrial Airpark                                                ,US         ,Hobbs                                      ,HBB
small_airport ,Nangade Airport                                                   ,MZ         ,Nangade                                    ,NND
small_airport ,Nomad River Airport                                               ,PG         ,Nomad River                                ,NOM
small_airport ,Naoro Airport                                                     ,PG         ,Naoro Vilage                               ,NOO
small_airport ,Mountain Airport                                                  ,NP         ,Mountain                                   ,MWP
small_airport ,Nipa Airport                                                      ,PG         ,Nipa                                       ,NPG
small_airport ,Newry Airport                                                     ,AU         ,Newry                                      ,NRY
small_airport ,Ofu Village Airport                                               ,AS         ,Ofu Village                                ,OFU
small_airport ,Asau Airport                                                      ,WS         ,Asau                                       ,AAU
medium_airport,Faleolo International Airport                                     ,WS         ,Apia                                       ,APW
medium_airport,Fitiuta Airport                                                   ,AS         ,Fitiuta Village                            ,FTI
small_airport ,Maota Airport                                                     ,WS         ,Maota                                      ,MXS
medium_airport,Pago Pago International Airport                                   ,AS         ,Pago Pago                                  ,PPG
large_airport ,Faa'a International Airport                                       ,PF         ,Papeete                                    ,PPT
small_airport ,Rimatara Airport                                                  ,PF         ,Rimatara Island                            ,RMT
small_airport ,Apataki Airport                                                   ,PF         ,Apataki                                    ,APK
small_airport ,Hikueru Atoll Airport                                             ,PF         ,Hikueru Atoll                              ,HHZ
small_airport ,Napuka Island Airport                                             ,PF         ,Napuka Island                              ,NAU
small_airport ,Tatakoto Airport                                                  ,PF         ,Tatakoto                                   ,TKV
small_airport ,Pukarua Airport                                                   ,PF         ,Pukarua                                    ,PUK
small_airport ,Nukutavake Airport                                                ,PF         ,Nukutavake                                 ,NUK
medium_airport,Ahe Airport                                                       ,PF         ,Ahe Atoll                                  ,AHE
small_airport ,Kauehi Airport                                                    ,PF         ,Kauehi                                     ,KHZ
small_airport ,Fakahina Airport                                                  ,PF         ,Fakahina                                   ,FHZ
small_airport ,Takume Airport                                                    ,PF         ,Takume                                     ,TJN
small_airport ,Naiu Airport                                                      ,PF         ,Naiu Atoll                                 ,NIU
small_airport ,Katiu Airport                                                     ,PF         ,Katiu                                      ,KXU
small_airport ,Nukutepipi Airport                                                ,PF         ,Nukutepipi                                 ,NKP
medium_airport,Hiva Oa-Atuona Airport                                            ,PF         ,Hiva Oa Island                             ,AUQ
small_airport ,Ua Pou Airport                                                    ,PF         ,Ua Pou                                     ,UAP
small_airport ,Ua Huka Airport                                                   ,PF         ,Ua Huka                                    ,UAH
medium_airport,Bora Bora Airport                                                 ,PF         ,Motu Mute                                  ,BOB
small_airport ,Tetiaroa Airport                                                  ,PF         ,Tetiaroa                                   ,TTI
medium_airport,Huahine-Fare Airport                                              ,PF         ,Fare                                       ,HUH
medium_airport,Raiatea Airport                                                   ,PF         ,Uturoa                                     ,RFP
small_airport ,Tupai Airport                                                     ,PF         ,Tupai Atoll                                ,TPX
small_airport ,Mururoa Atoll Airport                                             ,PF         ,Mururoa Atoll                              ,UOA
small_airport ,Vahitahi Airport                                                  ,PF         ,Vahitahi                                   ,VHZ
small_airport ,Nuguria Airstrip                                                  ,PG         ,Nuguria Island                             ,NUG
small_airport ,Yucca Airstrip                                                    ,US         ,Mercury                                    ,UCC
small_airport ,Mota Lava Airport                                                 ,VU         ,Ablow                                      ,MTV
small_airport ,Sola Airport                                                      ,VU         ,Sola                                       ,SLH
small_airport ,Torres Airstrip                                                   ,VU         ,Loh/Linua                                  ,TOH
small_airport ,Siwo Airport                                                      ,VU         ,Emae Island                                ,EAE
small_airport ,Craig Cove Airport                                                ,VU         ,Craig Cove                                 ,CCV
small_airport ,Longana Airport                                                   ,VU         ,Longana                                    ,LOD
small_airport ,Sara Airport                                                      ,VU         ,Pentecost Island                           ,SSR
small_airport ,Tavie Airport                                                     ,VU         ,Paama Island                               ,PBJ
small_airport ,Lamap Airport                                                     ,VU         ,Lamap                                      ,LPM
small_airport ,Lamen Bay Airport                                                 ,VU         ,Lamen Bay                                  ,LNB
small_airport ,Maewo-Naone Airport                                               ,VU         ,Maewo Island                               ,MWF
small_airport ,Lonorore Airport                                                  ,VU         ,Lonorore                                   ,LNE
small_airport ,Norsup Airport                                                    ,VU         ,Norsup                                     ,NUS
medium_airport,Gaua Island Airport                                               ,VU         ,Gaua Island                                ,ZGU
small_airport ,Redcliffe Airport                                                 ,VU         ,Redcliffe                                  ,RCL
medium_airport,Santo Pekoa International Airport                                 ,VU         ,Luganville                                 ,SON
small_airport ,Tongoa Airport                                                    ,VU         ,Tongoa Island                              ,TGH
small_airport ,UlÃ©i Airport                                                     ,VU         ,Ambryn Island                              ,ULB
small_airport ,Valesdir Airport                                                  ,VU         ,Epi Island                                 ,VLS
small_airport ,Walaha Airport                                                    ,VU         ,Walaha                                     ,WLH
small_airport ,Southwest Bay Airport                                             ,VU         ,Malekula Island                            ,SWJ
small_airport ,North West Santo Airport                                          ,VU         ,Olpoi                                      ,OLJ
small_airport ,Aneityum Airport                                                  ,VU         ,Anatom Island                              ,AUY
small_airport ,Aniwa Airport                                                     ,VU         ,Aniwa                                      ,AWD
small_airport ,Dillon's Bay Airport                                              ,VU         ,Dillon's Bay                               ,DLY
small_airport ,Futuna Airport                                                    ,VU         ,Futuna Island                              ,FTA
small_airport ,Ipota Airport                                                     ,VU         ,Ipota                                      ,IPA
small_airport ,Quion Hill Airport                                                ,VU         ,Quion Hill                                 ,UIQ
medium_airport,Bauerfield International Airport                                  ,VU         ,Port Vila                                  ,VLI
small_airport ,Nowata Airport                                                    ,PG         ,Nowata                                     ,NWT
medium_airport,Tiga Airport                                                      ,NC         ,Tiga                                       ,TGJ
medium_airport,Ãle Art - Waala Airport                                          ,NC         ,Waala                                      ,BMY
medium_airport,KonÃ© Airport                                                     ,NC         ,KonÃ©                                      ,KNQ
medium_airport,Ãle des Pins Airport                                             ,NC         ,Ãle des Pins                              ,ILP
small_airport ,Nesson Airport                                                    ,NC         ,Houailou                                   ,HLU
medium_airport,Koumac Airport                                                    ,NC         ,Koumac                                     ,KOC
medium_airport,Lifou Airport                                                     ,NC         ,Lifou                                      ,LIF
medium_airport,NoumÃ©a Magenta Airport                                           ,NC         ,NoumÃ©a                                    ,GEA
small_airport ,Edmond CanÃ© Airport                                              ,NC         ,Ãle Ouen                                  ,IOU
small_airport ,Poum Airport                                                      ,NC         ,Poum                                       ,PUV
small_airport ,Mueo Airport                                                      ,NC         ,Mueo                                       ,PDC
medium_airport,MarÃ© Airport                                                     ,NC         ,MarÃ©                                      ,MEE
medium_airport,Touho Airport                                                     ,NC         ,Touho                                      ,TOU
medium_airport,OuvÃ©a Airport                                                    ,NC         ,OuvÃ©a                                     ,UVE
medium_airport,La Tontouta International Airport                                 ,NC         ,NoumÃ©a                                    ,NOU
large_airport ,Auckland International Airport                                    ,NZ         ,Auckland                                   ,AKL
medium_airport,Taupo Airport                                                     ,NZ         ,Taupo                                      ,TUO
medium_airport,Ardmore Airport                                                   ,NZ         ,Manurewa                                   ,AMZ
large_airport ,Christchurch International Airport                                ,NZ         ,Christchurch                               ,CHC
medium_airport,Chatham Islands-Tuuta Airport                                     ,NZ         ,Waitangi                                   ,CHT
medium_airport,Dunedin Airport                                                   ,NZ         ,Dunedin                                    ,DUD
small_airport ,Great Barrier Aerodrome                                           ,NZ         ,Claris                                     ,GBZ
medium_airport,Gisborne Airport                                                  ,NZ         ,Gisborne                                   ,GIS
medium_airport,Glentanner Airport                                                ,NZ         ,Glentanner Station                         ,GTN
medium_airport,Hamilton International Airport                                    ,NZ         ,Hamilton                                   ,HLZ
medium_airport,Kerikeri Airport                                                  ,NZ         ,Kerikeri                                   ,KKE
medium_airport,Kaitaia Airport                                                   ,NZ         ,Kaitaia                                    ,KAT
medium_airport,Alexandra Airport                                                 ,NZ         ,Alexandra                                  ,ALR
medium_airport,Hood Airport                                                      ,NZ         ,Masterton                                  ,MRO
medium_airport,New Plymouth Airport                                              ,NZ         ,New Plymouth                               ,NPL
medium_airport,Hawke's Bay Airport                                               ,NZ         ,Napier                                     ,NPE
medium_airport,Nelson Airport                                                    ,NZ         ,Nelson                                     ,NSN
medium_airport,Invercargill Airport                                              ,NZ         ,Invercargill                               ,IVC
small_airport ,Picton Aerodrome                                                  ,NZ         ,Koromiko                                   ,PCN
medium_airport,Queenstown International Airport                                  ,NZ         ,Queenstown                                 ,ZQN
small_airport ,Ryan's Creek Aerodrome                                            ,NZ         ,Oban                                       ,SZS
medium_airport,Rotorua Regional Airport                                          ,NZ         ,Rotorua                                    ,ROT
medium_airport,Tauranga Airport                                                  ,NZ         ,Tauranga                                   ,TRG
small_airport ,Tokoroa Airfield                                                  ,NZ         ,Tokoroa                                    ,TKZ
small_airport ,Taharoa Aerodrome                                                 ,NZ         ,Taharoa                                    ,THH
medium_airport,Pukaki Airport                                                    ,NZ         ,Twitzel                                    ,TWZ
medium_airport,Woodbourne Airport                                                ,NZ         ,Blenheim                                   ,BHE
large_airport ,Wellington International Airport                                  ,NZ         ,Wellington                                 ,WLG
medium_airport,Wairoa Airport                                                    ,NZ         ,Wairoa                                     ,WIR
medium_airport,Wanganui Airport                                                  ,NZ         ,Wanganui                                   ,WAG
small_airport ,Kneeland Airport                                                  ,US         ,Eureka                                     ,NLN
small_airport ,Benton Field                                                      ,US         ,Redding                                    ,BZF
small_airport ,Bamiyan Airport                                                   ,AF         ,Bamiyan                                    ,BIN
small_airport ,Bost Airport                                                      ,AF         ,Bost                                       ,BST
small_airport ,Chakcharan Airport                                                ,AF         ,Chakcharan                                 ,CCN
small_airport ,Sardeh Band Airport                                               ,AF         ,Sardeh Band                                ,SBF
small_airport ,Darwaz Airport                                                    ,AF         ,Darwaz                                     ,DAZ
small_airport ,Farah Airport                                                     ,AF         ,Farah                                      ,FAH
small_airport ,Fayzabad Airport                                                  ,AF         ,Fayzabad                                   ,FBD
small_airport ,Ghazni Airport                                                    ,AF         ,Ghazni                                     ,GZI
small_airport ,Khwahan Airport                                                   ,AF         ,Khwahan                                    ,KWH
medium_airport,Bagram Air Base                                                   ,AF         ,Bagram                                     ,OAI
small_airport ,Gardez Airport                                                    ,AF         ,Gardez                                     ,GRG
medium_airport,Hamid Karzai International Airport                                ,AF         ,Kabul                                      ,KBL
small_airport ,Khost Chapman Airport                                             ,AF         ,Khost                                      ,KHT
small_airport ,Urgun Airport                                                     ,AF         ,Urgun                                      ,URN
small_airport ,Qala-I-Naw Airport                                                ,AF         ,Qala-I-Naw                                 ,LQN
small_airport ,Sharana Airstrip                                                  ,AF         ,Sharana                                    ,OAS
small_airport ,Sheghnan Airport                                                  ,AF         ,Sheghnan                                   ,SGA
small_airport ,Tarin Kowt Airport                                                ,AF         ,Tarin Kowt                                 ,TII
small_airport ,Talolqan Airport                                                  ,AF         ,Taloqan                                    ,TQN
small_airport ,Zaranj Airport                                                    ,AF         ,Zaranj                                     ,ZAJ
large_airport ,Bahrain International Airport                                     ,BH         ,Manama                                     ,BAH
small_airport ,Corisco International Airport                                     ,GQ         ,Corisco Island                             ,OCS
medium_airport,Abha Regional Airport                                             ,SA         ,Abha                                       ,AHB
large_airport ,King Fahd International Airport                                   ,SA         ,Ad Dammam                                  ,DMM
medium_airport,King Salman Abdulaziz Airport                                     ,SA         ,Dawadmi                                    ,DWD
medium_airport,Jizan Regional Airport                                            ,SA         ,Jizan                                      ,GIZ
medium_airport,Gurayat Domestic Airport                                          ,SA         ,Gurayat                                    ,URY
medium_airport,Ha'il Airport                                                     ,SA         ,Ha'il                                      ,HAS
medium_airport,Jubail Airport                                                    ,SA         ,Jubail                                     ,QJB
large_airport ,King Abdulaziz International Airport                              ,SA         ,Jeddah                                     ,JED
medium_airport,King Khaled Military City Airport                                 ,SA         ,King Khaled Military City                  ,KMC
large_airport ,Prince Mohammad Bin Abdulaziz Airport                             ,SA         ,Medina                                     ,MED
medium_airport,Neom Airport                                                      ,SA         ,Neom                                       ,NUM
medium_airport,Al Qaisumah/Hafr Al Batin Airport                                 ,SA         ,Qaisumah                                   ,AQI
medium_airport,Rafha Domestic Airport                                            ,SA         ,Rafha                                      ,RAH
large_airport ,King Khaled International Airport                                 ,SA         ,Riyadh                                     ,RUH
medium_airport,Arar Domestic Airport                                             ,SA         ,Arar                                       ,RAE
medium_airport,Riyadh Air Base                                                   ,SA         ,Riyadh                                     ,XXN
medium_airport,Al-Jawf Domestic Airport                                          ,SA         ,Al-Jawf                                    ,AJF
medium_airport,Tabuk Airport                                                     ,SA         ,Tabuk                                      ,TUU
medium_airport,Taâif Regional Airport                                          ,SA         ,Taâif                                    ,TIF
medium_airport,Turaif Domestic Airport                                           ,SA         ,Turaif                                     ,TUI
medium_airport,Al Wajh Domestic Airport                                          ,SA         ,Al Wajh                                    ,EJH
medium_airport,Prince Abdulmohsin Bin Abdulaziz Airport                          ,SA         ,Yanbu                                      ,YNB
small_airport ,Zilfi Airport                                                     ,SA         ,Zilfi                                      ,ZUL
small_airport ,Ogubsucum Airport                                                 ,PA         ,Ustupo                                     ,OGM
medium_airport,Abadan Airport                                                    ,IR         ,Abadan                                     ,ABD
medium_airport,Aghajari Airport                                                  ,IR         ,Aghajari                                   ,AKW
medium_airport,Gachsaran Airport                                                 ,IR         ,Gachsaran                                  ,GCH
small_airport ,Omidiyeh Airport                                                  ,IR         ,Omidiyeh                                   ,OMI
medium_airport,Ahwaz Airport                                                     ,IR         ,Ahwaz                                      ,AWZ
medium_airport,Abu Musa Island Airport                                           ,IR         ,Abu Musa                                   ,AEU
medium_airport,Bushehr Airport                                                   ,IR         ,Bushehr                                    ,BUZ
medium_airport,Jam Airport                                                       ,IR         ,Kangan                                     ,KNR
medium_airport,Kish International Airport                                        ,IR         ,Kish Island                                ,KIH
medium_airport,Bandar Lengeh Airport                                             ,IR         ,Bandar Lengeh                              ,BDH
medium_airport,Persian Gulf International Airport                                ,IR         ,Asalouyeh                                  ,PGU
medium_airport,Shahid Ashrafi Esfahani Airport                                   ,IR         ,Kermanshah                                 ,KSH
medium_airport,Ilam Airport                                                      ,IR         ,Ilam                                       ,IIL
small_airport ,Hesa Airport                                                      ,IR         ,Hesa                                       ,IFH
medium_airport,Kashan Airport                                                    ,IR         ,Kashan                                     ,KKS
medium_airport,Esfahan Shahid Beheshti International Airport                     ,IR         ,Isfahan                                    ,IFN
medium_airport,Shahrekord Airport                                                ,IR         ,Shahrekord                                 ,CQD
medium_airport,Sardar-e-Jangal Airport                                           ,IR         ,Rasht                                      ,RAS
medium_airport,Hamadan Airport                                                   ,IR         ,Hamadan                                    ,HDM
small_airport ,Arak Airport                                                      ,IR         ,Araak                                      ,AJK
large_airport ,Imam Khomeini International Airport                               ,IR         ,Tehran                                     ,IKA
large_airport ,Mehrabad International Airport                                    ,IR         ,Tehran                                     ,THR
medium_airport,Qazvin Airport                                                    ,IR         ,Qazvin                                     ,GZW
medium_airport,Payam International Airport                                       ,IR         ,Karaj                                      ,PYK
small_airport ,Semnan Municipal Airport                                          ,IR         ,Semnan                                     ,SNX
medium_airport,Bandar Abbas International Airport                                ,IR         ,Bandar Abbas                               ,BND
medium_airport,Jiroft Airport                                                    ,IR         ,Jiroft                                     ,JYR
medium_airport,Kerman Airport                                                    ,IR         ,Kerman                                     ,KER
small_airport ,Havadarya Airport                                                 ,IR         ,Havadarya                                  ,HDR
medium_airport,Birjand Airport                                                   ,IR         ,Birjand                                    ,XBJ
medium_airport,Sarakhs Airport                                                   ,IR         ,Sarakhs                                    ,CKT
large_airport ,Mashhad International Airport                                     ,IR         ,Mashhad                                    ,MHD
medium_airport,Bojnord Airport                                                   ,IR         ,Bojnord                                    ,BJB
medium_airport,Sabzevar National Airport                                         ,IR         ,Sabzevar                                   ,AFZ
medium_airport,Tabas Airport                                                     ,IR         ,Tabas                                      ,TCX
small_airport ,Kalaleh Airport                                                   ,IR         ,Kalaleh                                    ,KLM
medium_airport,Gorgan Airport                                                    ,IR         ,Gorgan                                     ,GBT
small_airport ,Bishe Kola Air Base                                               ,IR         ,Amol                                       ,BSM
medium_airport,Dasht-e Naz Airport                                               ,IR         ,Sari                                       ,SRY
medium_airport,Fasa Airport                                                      ,IR         ,Fasa                                       ,FAZ
small_airport ,Jahrom Airport                                                    ,IR         ,Jahrom                                     ,JAR
medium_airport,Lar Airport                                                       ,IR         ,Lar                                        ,LRR
small_airport ,Lamerd Airport                                                    ,IR         ,Lamerd                                     ,LFM
large_airport ,Shiraz Shahid Dastghaib International Airport                     ,IR         ,Shiraz                                     ,SYZ
medium_airport,Yasouj Airport                                                    ,IR         ,Yasouj                                     ,YES
small_airport ,Khoy Airport                                                      ,IR         ,Khoy                                       ,KHY
medium_airport,Ardabil Airport                                                   ,IR         ,Ardabil                                    ,ADU
small_airport ,Sahand Airport                                                    ,IR         ,Maragheh                                   ,ACP
small_airport ,Parsabade Moghan Airport                                          ,IR         ,Parsabad                                   ,PFQ
medium_airport,Urmia Airport                                                     ,IR         ,Urmia                                      ,OMH
large_airport ,Tabriz International Airport                                      ,IR         ,Tabriz                                     ,TBZ
small_airport ,Maku National Airport                                             ,IR         ,Showt                                      ,IMQ
medium_airport,Zanjan Airport                                                    ,IR         ,Zanjan                                     ,JWN
medium_airport,Shahid Sadooghi Airport                                           ,IR         ,Yazd                                       ,AZD
medium_airport,Konarak Airport                                                   ,IR         ,Chabahar                                   ,ZBR
medium_airport,Zahedan International Airport                                     ,IR         ,Zahedan                                    ,ZAH
medium_airport,Iran Shahr Airport                                                ,IR         ,Iranshahr                                  ,IHR
small_airport ,Jask Airport                                                      ,IR         ,Jask                                       ,JSK
large_airport ,Queen Alia International Airport                                  ,JO         ,Amman                                      ,AMM
medium_airport,Amman-Marka International Airport                                 ,JO         ,Amman                                      ,ADJ
medium_airport,Aqaba King Hussein International Airport                          ,JO         ,Aqaba                                      ,AQJ
small_airport ,King Hussein Air College                                          ,JO         ,Mafraq                                     ,OMF
medium_airport,Ahmed Al Jaber Air Base                                           ,KW         ,Ahmed Al Jaber AB                          ,XIJ
large_airport ,Kuwait International Airport                                      ,KW         ,Kuwait City                                ,KWI
small_airport ,Okao Airport                                                      ,PG         ,Okao                                       ,OKV
large_airport ,Beirut Rafic Hariri International Airport                         ,LB         ,Beirut                                     ,BEY
medium_airport,Rene Mouawad Air Base                                             ,LB         ,Tripoli                                    ,KYE
small_airport ,Olsobip Airport                                                   ,PG         ,Olsobip                                    ,OLQ
small_airport ,Dibba Airport                                                     ,OM         ,Dibba Al-Baya                              ,BYB
small_airport ,Adam Airport                                                      ,OM         ,Adam                                       ,AOM
large_airport ,Duqm International Airport                                        ,OM         ,Duqm                                       ,DQM
large_airport ,Rustaq Airport                                                    ,OM         ,Al Masna'ah                                ,MNH
large_airport ,Abu Dhabi International Airport                                   ,AE         ,Abu Dhabi                                  ,AUH
medium_airport,Al Ain International Airport                                      ,AE         ,Al Ain                                     ,AAN
large_airport ,Dubai International Airport                                       ,AE         ,Dubai                                      ,DXB
medium_airport,Al Minhad Air Base                                                ,AE         ,Dubai                                      ,NHD
large_airport ,Al Maktoum International Airport                                  ,AE         ,Jebel Ali                                  ,DWC
small_airport ,Osmanabad Airport                                                 ,IN         ,Osmanabad                                  ,OMN
medium_airport,Ras Al Khaimah International Airport                              ,AE         ,Ras Al Khaimah                             ,RKT
large_airport ,Sharjah International Airport                                     ,AE         ,Sharjah                                    ,SHJ
small_airport ,Preah Vinhear Airport                                             ,KH         ,Tbeng Meanchey                             ,OMY
small_airport ,Ononge Airport                                                    ,PG         ,Onange Mission                             ,ONB
small_airport ,Buraimi Airport                                                   ,OM         ,Buraimi                                    ,RMB
small_airport ,Fahud Airport                                                     ,OM         ,Fahud                                      ,FAU
small_airport ,Qarn Alam Airport                                                 ,OM         ,Ghaba                                      ,RNM
small_airport ,Ja'Aluni Airport                                                  ,OM         ,Duqm                                       ,JNJ
medium_airport,Khasab Air Base                                                   ,OM         ,Khasab                                     ,KHS
medium_airport,Masirah Air Base                                                  ,OM         ,Masirah                                    ,MSH
large_airport ,Muscat International Airport                                      ,OM         ,Muscat                                     ,MCT
small_airport ,Marmul Airport                                                    ,OM         ,Marmul                                     ,OMM
medium_airport,Salalah Airport                                                   ,OM         ,Salalah                                    ,SLL
small_airport ,Sohar Airport                                                     ,OM         ,Sohar                                      ,OHS
small_airport ,Sur Airport                                                       ,OM         ,Sur                                        ,SUH
medium_airport,Thumrait Air Base                                                 ,OM         ,Thumrait                                   ,TTH
small_airport ,Dadu West Airport                                                 ,PK         ,Dadu                                       ,DDU
small_airport ,Bhagatanwala Airport                                              ,PK         ,Bhagatanwala                               ,BHW
small_airport ,Bannu Airport                                                     ,PK         ,Bannu                                      ,BNP
small_airport ,Bahawalnagar Airport                                              ,PK         ,Bahawalnagar                               ,WGB
medium_airport,Bahawalpur Airport                                                ,PK         ,Bahawalpur                                 ,BHV
medium_airport,Chitral Airport                                                   ,PK         ,Chitral                                    ,CJL
small_airport ,Chilas Airport                                                    ,PK         ,Chilas                                     ,CHB
small_airport ,Dalbandin Airport                                                 ,PK         ,Dalbandin                                  ,DBA
small_airport ,Dadu Airport                                                      ,PK         ,Dadu                                       ,DDU
medium_airport,Dera Ghazi Khan Airport                                           ,PK         ,Dera Ghazi Khan                            ,DEA
medium_airport,Dera Ismael Khan Airport                                          ,PK         ,Dera Ismael Khan                           ,DSK
medium_airport,Faisalabad International Airport                                  ,PK         ,Faisalabad                                 ,LYP
medium_airport,Gwadar International Airport                                      ,PK         ,Gwadar                                     ,GWD
medium_airport,Gilgit Airport                                                    ,PK         ,Gilgit                                     ,GIL
large_airport ,Islamabad International Airport                                   ,PK         ,Islamabad                                  ,ISB
medium_airport,Shahbaz Air Base                                                  ,PK         ,Jacobabad                                  ,JAG
small_airport ,Jiwani Airport                                                    ,PK         ,Jiwani                                     ,JIW
medium_airport,Jinnah International Airport                                      ,PK         ,Karachi                                    ,KHI
small_airport ,Hyderabad Airport                                                 ,PK         ,Hyderabad                                  ,HDD
small_airport ,Khuzdar Airport                                                   ,PK         ,Khuzdar                                    ,KDD
small_airport ,Kalat Airport                                                     ,PK         ,Kalat                                      ,KBH
small_airport ,Kohat Airport                                                     ,PK         ,Kohat                                      ,OHT
medium_airport,Alama Iqbal International Airport                                 ,PK         ,Lahore                                     ,LHE
small_airport ,Loralai Airport                                                   ,PK         ,Loralai                                    ,LRG
medium_airport,Mangla Airport                                                    ,PK         ,Mangla                                     ,XJM
medium_airport,Muzaffarabad Airport                                              ,PK         ,Muzaffarabad                               ,MFG
medium_airport,Mianwali Air Base                                                 ,PK         ,Mianwali                                   ,MWD
medium_airport,Moenjodaro Airport                                                ,PK         ,Moenjodaro                                 ,MJD
small_airport ,Sindhri Tharparkar Airport                                        ,PK         ,Sindhri                                    ,MPD
medium_airport,Minhas Air Base                                                   ,PK         ,Kamra                                      ,ATG
medium_airport,Multan International Airport                                      ,PK         ,Multan                                     ,MUX
medium_airport,Shaheed Benazirabad Airport                                       ,PK         ,Nawabashah                                 ,WNS
small_airport ,Nushki Airport                                                    ,PK         ,Nushki                                     ,NHS
small_airport ,Ormara Airport                                                    ,PK         ,Ormara Raik                                ,ORW
small_airport ,Parachinar Airport                                                ,PK         ,Parachinar                                 ,PAJ
medium_airport,Panjgur Airport                                                   ,PK         ,Panjgur                                    ,PJG
medium_airport,Pasni Airport                                                     ,PK         ,Pasni                                      ,PSI
medium_airport,Peshawar International Airport                                    ,PK         ,Peshawar                                   ,PEW
medium_airport,Quetta International Airport                                      ,PK         ,Quetta                                     ,UET
medium_airport,Shaikh Zaid Airport                                               ,PK         ,Rahim Yar Khan                             ,RYK
medium_airport,Rawalakot Airport                                                 ,PK         ,Rawalakot                                  ,RAZ
small_airport ,Sibi Airport                                                      ,PK         ,Sibi                                       ,SBQ
medium_airport,Skardu Airport                                                    ,PK         ,Skardu                                     ,KDU
medium_airport,Sukkur Airport                                                    ,PK         ,Mirpur Khas                                ,SKZ
medium_airport,Sehwan Sharif Airport                                             ,PK         ,Sehwan Sharif                              ,SYW
medium_airport,Mushaf Air Base                                                   ,PK         ,Sargodha                                   ,SGI
medium_airport,Saidu Sharif Airport                                              ,PK         ,Saidu Sharif                               ,SDT
large_airport ,Sialkot Airport                                                   ,PK         ,Sialkot                                    ,SKT
medium_airport,Sui Airport                                                       ,PK         ,Sui                                        ,SUL
small_airport ,Sahiwal Airport                                                   ,PK         ,Sahiwal                                    ,SWN
small_airport ,Tarbela Dam Airport                                               ,PK         ,Tarbela                                    ,TLB
small_airport ,Talhar Airport                                                    ,PK         ,Badin                                      ,BDN
small_airport ,Taftan Airport                                                    ,PK         ,Taftan                                     ,TFT
