type          ,name                                                              ,iso_country,municipality                               ,iata_code
medium_airport,Waterford Airport                                                 ,IE         ,Waterford                                  ,WAT
small_airport ,Ejin Banner-Taolai Airport                                        ,CN         ,Ejin Banner                                ,EJN
small_airport ,Enejit Airport                                                    ,MH         ,Enejit Island                              ,EJT
medium_airport,Aarhus Airport                                                    ,DK         ,Aarhus                                     ,AAR
large_airport ,Billund Airport                                                   ,DK         ,Billund                                    ,BLL
large_airport ,Copenhagen Kastrup Airport                                        ,DK         ,Copenhagen                                 ,CPH
medium_airport,Esbjerg Airport                                                   ,DK         ,Esbjerg                                    ,EBJ
medium_airport,Karup Airport                                                     ,DK         ,Karup                                      ,KRP
small_airport ,LÃ¦sÃ¸ Airport                                                    ,DK         ,LÃ¦sÃ¸                                     ,BYR
medium_airport,Lolland Falster Maribo Airport                                    ,DK         ,Lolland Falster / Maribo                   ,MRW
medium_airport,Odense Airport                                                    ,DK         ,Odense                                     ,ODE
medium_airport,Copenhagen Roskilde Airport                                       ,DK         ,Copenhagen                                 ,RKE
medium_airport,Bornholm Airport                                                  ,DK         ,RÃ¸nne                                     ,RNN
medium_airport,SÃ¸nderborg Airport                                               ,DK         ,SÃ¸nderborg                                ,SGD
medium_airport,Sindal Airport                                                    ,DK         ,Sindal                                     ,CNL
medium_airport,Skrydstrup Air Base                                               ,DK         ,Vojens                                     ,SKS
medium_airport,Skive Airport                                                     ,DK         ,Skive                                      ,SQW
medium_airport,Thisted Airport                                                   ,DK         ,Thisted                                    ,TED
medium_airport,Vagar Airport                                                     ,FO         ,Vagar                                      ,FAE
medium_airport,Stauning Airport                                                  ,DK         ,Skjern / RingkÃ¸bing                       ,STA
large_airport ,Aalborg Airport                                                   ,DK         ,Aalborg                                    ,AAL
large_airport ,Luxembourg-Findel International Airport                           ,LU         ,Luxembourg                                 ,LUX
medium_airport,Ãlesund Airport                                                  ,NO         ,Ãlesund                                   ,AES
medium_airport,AndÃ¸ya Airport                                                   ,NO         ,Andenes                                    ,ANX
medium_airport,Alta Airport                                                      ,NO         ,Alta                                       ,ALF
small_airport ,FÃ¸rde Airport                                                    ,NO         ,FÃ¸rde                                     ,FDE
medium_airport,BrÃ¸nnÃ¸ysund Airport                                             ,NO         ,BrÃ¸nnÃ¸y                                  ,BNN
large_airport ,BodÃ¸ Airport                                                     ,NO         ,BodÃ¸                                      ,BOO
large_airport ,Bergen Airport Flesland                                           ,NO         ,Bergen                                     ,BGO
medium_airport,BÃ¥tsfjord Airport                                                ,NO         ,BÃ¥tsfjord                                 ,BJF
medium_airport,BerlevÃ¥g Airport                                                 ,NO         ,BerlevÃ¥g                                  ,BVG
medium_airport,Kristiansand Airport                                              ,NO         ,Kjevik                                     ,KRS
small_airport ,Geilo Airport Dagali                                              ,NO         ,Dagali                                     ,DLD
medium_airport,Bardufoss Airport                                                 ,NO         ,MÃ¥lselv                                   ,BDU
medium_airport,"Harstad/Narvik Airport, Evenes"                                  ,NO         ,Evenes                                     ,EVE
medium_airport,FlorÃ¸ Airport                                                    ,NO         ,FlorÃ¸                                     ,FRO
large_airport ,Oslo Gardermoen Airport                                           ,NO         ,Oslo                                       ,OSL
small_airport ,Stafsberg Airport                                                 ,NO         ,Hamar                                      ,HMR
medium_airport,Haugesund Airport                                                 ,NO         ,KarmÃ¸y                                    ,HAU
medium_airport,Hammerfest Airport                                                ,NO         ,Hammerfest                                 ,HFT
small_airport ,Hasvik Airport                                                    ,NO         ,Hasvik                                     ,HAA
medium_airport,Valan Airport                                                     ,NO         ,HonningsvÃ¥g                               ,HVG
medium_airport,Kristiansund Airport (Kvernberget)                                ,NO         ,Kvernberget                                ,KSU
small_airport ,Gol Airport                                                       ,NO         ,Klanten flyplass                           ,GLL
medium_airport,Kirkenes Airport (HÃ¸ybuktmoen)                                   ,NO         ,Kirkenes                                   ,KKN
small_airport ,Lista Airport                                                     ,NO         ,Farsund                                    ,FAN
medium_airport,Leknes Airport                                                    ,NO         ,Leknes                                     ,LKN
medium_airport,Mehamn Airport                                                    ,NO         ,Mehamn                                     ,MEH
medium_airport,Molde Airport                                                     ,NO         ,ÃrÃ¸                                      ,MOL
medium_airport,Banak Airport                                                     ,NO         ,Lakselv                                    ,LKL
medium_airport,Narvik Framnes Airport                                            ,NO         ,Narvik                                     ,NVK
small_airport ,Namsos HÃ¸knesÃ¸ra Airport                                        ,NO         ,Namsos                                     ,OSY
medium_airport,Notodden Airport                                                  ,NO         ,Notodden                                   ,NTB
medium_airport,Ãrland Airport                                                   ,NO         ,Ãrland                                    ,OLA
medium_airport,"Ãrsta-Volda Airport, Hovden"                                    ,NO         ,Ãrsta                                     ,HOV
medium_airport,"Mo i Rana Airport, RÃ¸ssvoll"                                    ,NO         ,Mo i Rana                                  ,MQN
medium_airport,"RÃ¸rvik Airport, Ryum"                                           ,NO         ,RÃ¸rvik                                    ,RVK
medium_airport,RÃ¸ros Airport                                                    ,NO         ,RÃ¸ros                                     ,RRS
medium_airport,"Moss Airport, Rygge"                                             ,NO         ,Oslo                                       ,RYG
medium_airport,"Svalbard Airport, Longyear"                                      ,NO         ,Longyearbyen                               ,LYR
small_airport ,Sandane Airport (Anda)                                            ,NO         ,Sandane                                    ,SDN
small_airport ,Sogndal Airport                                                   ,NO         ,Sogndal                                    ,SOG
medium_airport,SvolvÃ¦r Helle Airport                                            ,NO         ,SvolvÃ¦r                                   ,SVJ
medium_airport,Stokmarknes Skagen Airport                                        ,NO         ,Hadsel                                     ,SKN
medium_airport,Skien Airport                                                     ,NO         ,Geiteryggen                                ,SKE
medium_airport,Stord Airport                                                     ,NO         ,Leirvik                                    ,SRP
medium_airport,SÃ¸rkjosen Airport                                                ,NO         ,SÃ¸rkjosen                                 ,SOJ
medium_airport,"VardÃ¸ Airport, Svartnes"                                        ,NO         ,VardÃ¸                                     ,VAW
medium_airport,SandnessjÃ¸en Airport (Stokka)                                    ,NO         ,Alstahaug                                  ,SSJ
large_airport ,TromsÃ¸ Airport                                                   ,NO         ,TromsÃ¸                                    ,TOS
medium_airport,"Sandefjord Airport, Torp"                                        ,NO         ,Torp                                       ,TRF
large_airport ,Trondheim Airport VÃ¦rnes                                         ,NO         ,Trondheim                                  ,TRD
medium_airport,VadsÃ¸ Airport                                                    ,NO         ,VadsÃ¸                                     ,VDS
large_airport ,Stavanger Airport Sola                                            ,NO         ,Stavanger                                  ,SVG
medium_airport,BiaÅa Podlaska Airfield                                          ,PL         ,BiaÅa Podlaska                            ,BXP
medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport                           ,PL         ,Bydgoszcz                                  ,BZG
small_airport ,CzÄstochowa-Rudniki                                              ,PL         ,CzÄstochowa                               ,CZW
large_airport ,GdaÅsk Lech WaÅÄsa Airport                                     ,PL         ,GdaÅsk                                    ,GDN
large_airport ,KrakÃ³w John Paul II International Airport                        ,PL         ,KrakÃ³w                                    ,KRK
small_airport ,Koszalin Zegrze Pomorskie                                         ,PL         ,Zegrze Pomorskie                           ,OSZ
large_airport ,Katowice International Airport                                    ,PL         ,Katowice                                   ,KTW
small_airport ,Bielsko-Bialo Kaniow Airfield                                     ,PL         ,Czechowice-Dziedzice                       ,QEO
medium_airport,ÅÃ³dÅº WÅadysÅaw Reymont Airport                               ,PL         ,ÅÃ³dÅº                                    ,LCJ
large_airport ,Modlin Airport                                                    ,PL         ,Warsaw                                     ,WMI
medium_airport,Oksywie Military Air Base                                         ,PL         ,Gdynia                                     ,QYD
large_airport ,PoznaÅ-Åawica Airport                                           ,PL         ,PoznaÅ                                    ,POZ
medium_airport,Radom Airport                                                     ,PL         ,Radom                                      ,RDO
medium_airport,RzeszÃ³w-Jasionka Airport                                         ,PL         ,RzeszÃ³w                                   ,RZE
medium_airport,"Szczecin-GoleniÃ³w ""SolidarnoÅÄ"" Airport"                    ,PL         ,Goleniow                                   ,SZZ
medium_airport,Olsztyn-Mazury Airport                                            ,PL         ,Olsztyn                                    ,SZY
large_airport ,Warsaw Chopin Airport                                             ,PL         ,Warsaw                                     ,WAW
large_airport ,Copernicus WrocÅaw Airport                                       ,PL         ,WrocÅaw                                   ,WRO
medium_airport,Zielona GÃ³ra-Babimost Airport                                    ,PL         ,Babimost                                   ,IEG
small_airport ,Erdenet Airport                                                   ,MN         ,Erdenet                                    ,ERT
large_airport ,Gothenburg-Landvetter Airport                                     ,SE         ,Gothenburg                                 ,GOT
medium_airport,JÃ¶nkÃ¶ping Airport                                               ,SE         ,JÃ¶nkÃ¶ping                                ,JKG
small_airport ,LidkÃ¶ping-Hovby Airport                                          ,SE         ,LidkÃ¶ping                                 ,LDK
medium_airport,Gothenburg City Airport                                           ,SE         ,Gothenburg                                 ,GSE
medium_airport,SkÃ¶vde Airport                                                   ,SE         ,SkÃ¶vde                                    ,KVB
medium_airport,TrollhÃ¤ttan-VÃ¤nersborg Airport                                  ,SE         ,TrollhÃ¤ttan                               ,THN
medium_airport,Mora Airport                                                      ,SE         ,Mora                                       ,MXX
medium_airport,Stockholm Skavsta Airport                                         ,SE         ,Stockholm / NykÃ¶ping                      ,NYO
medium_airport,Kristianstad Airport                                              ,SE         ,Kristianstad                               ,KID
large_airport ,MalmÃ¶ Sturup Airport                                             ,SE         ,MalmÃ¶                                     ,MMX
medium_airport,Halmstad Airport                                                  ,SE         ,Halmstad                                   ,HAD
medium_airport,VÃ¤xjÃ¶ Kronoberg Airport                                         ,SE         ,VÃ¤xjÃ¶                                    ,VXO
medium_airport,GÃ¤llivare Airport                                                ,SE         ,GÃ¤llivare                                 ,GEV
medium_airport,Kramfors SollefteÃ¥ Airport                                       ,SE         ,Kramfors / SollefteÃ¥                      ,KRF
medium_airport,Sundsvall-HÃ¤rnÃ¶sand Airport                                     ,SE         ,Sundsvall/ HÃ¤rnÃ¶sand                     ,SDL
medium_airport,ÃrnskÃ¶ldsvik Airport                                            ,SE         ,ÃrnskÃ¶ldsvik                             ,OER
medium_airport,Kiruna Airport                                                    ,SE         ,Kiruna                                     ,KRN
medium_airport,SkellefteÃ¥ Airport                                               ,SE         ,SkellefteÃ¥                                ,SFT
medium_airport,UmeÃ¥ Airport                                                     ,SE         ,UmeÃ¥                                      ,UME
medium_airport,Arvidsjaur Airport                                                ,SE         ,Arvidsjaur                                 ,AJR
medium_airport,SÃ¶derhamn Airport                                                ,SE         ,SÃ¶derhamn                                 ,SOO
medium_airport,Ãre Ãstersund Airport                                           ,SE         ,Ãstersund                                 ,OSD
medium_airport,Ãrebro Airport                                                   ,SE         ,Ãrebro                                    ,ORB
medium_airport,Karlstad Airport                                                  ,SE         ,Karlstad                                   ,KSD
medium_airport,Stockholm VÃ¤sterÃ¥s Airport                                      ,SE         ,Stockholm / VÃ¤sterÃ¥s                     ,VST
large_airport ,LuleÃ¥ Airport                                                    ,SE         ,LuleÃ¥                                     ,LLA
large_airport ,Stockholm-Arlanda Airport                                         ,SE         ,Stockholm                                  ,ARN
medium_airport,Stockholm-Bromma Airport                                          ,SE         ,Stockholm                                  ,BMA
medium_airport,GÃ¤vle Sandviken Airport                                          ,SE         ,GÃ¤vle / Sandviken                         ,GVX
medium_airport,LinkÃ¶ping City Airport                                           ,SE         ,LinkÃ¶ping                                 ,LPI
medium_airport,NorrkÃ¶ping Airport                                               ,SE         ,NorrkÃ¶ping                                ,NRK
medium_airport,Eskilstuna Airport                                                ,SE         ,Eskilstuna                                 ,EKT
medium_airport,Visby Airport                                                     ,SE         ,Visby                                      ,VBY
small_airport ,VÃ¤stervik Airport                                                ,SE         ,VÃ¤stervik                                 ,VVK
medium_airport,Ãngelholm-Helsingborg Airport                                    ,SE         ,Ãngelholm                                 ,AGH
small_airport ,Idre Airport                                                      ,SE         ,Idre                                       ,IDB
medium_airport,Hemavan Airport                                                   ,SE         ,Hemavan                                    ,HMV
small_airport ,Geladi Airport                                                    ,ET         ,Geladi                                     ,GLC
small_airport ,Shire Inda Selassie Airport                                       ,ET         ,Shire Indasilase                           ,SHC
medium_airport,Spangdahlem Air Base                                              ,DE         ,Trier                                      ,SPM
large_airport ,Ramstein Air Base                                                 ,DE         ,Ramstein                                   ,RMS
medium_airport,Fritzlar Army Airfield                                            ,DE         ,Fritzlar                                   ,FRZ
small_airport ,Flugplatz Kitzingen                                               ,DE         ,Kitzingen                                  ,KZG
medium_airport,Nordholz Naval Airbase                                            ,DE         ,Cuxhaven                                   ,FCN
medium_airport,Rostock-Laage Airport                                             ,DE         ,Rostock                                    ,RLG
medium_airport,Schleswig Air Base                                                ,DE         ,Jagel                                      ,WBG
medium_airport,Wiesbaden Army Airfield                                           ,DE         ,Wiesbaden                                  ,WIE
medium_airport,Ingolstadt Manching Airport                                       ,DE         ,Manching                                   ,IGS
medium_airport,Daugavpils Intrenational Airport                                  ,LV         ,Daugavpils                                 ,DGP
medium_airport,LiepÄja International Airport                                    ,LV         ,LiepÄja                                   ,LPX
large_airport ,Riga International Airport                                        ,LV         ,Riga                                       ,RIX
medium_airport,Ventspils International Airport                                   ,LV         ,Ventspils                                  ,VNT
medium_airport,Kaunas International Airport                                      ,LT         ,Kaunas                                     ,KUN
medium_airport,Palanga International Airport                                     ,LT         ,Palanga                                    ,PLQ
medium_airport,PanevÄÅ¾ys Air Base                                              ,LT         ,PanevÄÅ¾ys                                ,PNV
medium_airport,Å iauliai International Airport                                   ,LT         ,Å iauliai                                  ,SQQ
large_airport ,Vilnius International Airport                                     ,LT         ,Vilnius                                    ,VNO
small_airport ,Ranger Municipal Airport                                          ,US         ,Ranger                                     ,RGR
medium_airport,Alexander Bay Airport                                             ,ZA         ,Alexander Bay                              ,ALJ
medium_airport,Aggeneys Airport                                                  ,ZA         ,Aggeneys                                   ,AGZ
small_airport ,Alldays Airport                                                   ,ZA         ,Alldays                                    ,ADY
medium_airport,Bisho Airport                                                     ,ZA         ,Bisho                                      ,BIY
medium_airport,Bram Fischer International Airport                                ,ZA         ,Bloemfontain                               ,BFN
small_airport ,Bultfontein Airport                                               ,ZA         ,Bultfontein                                ,UTE
small_airport ,Arathusa Safari Lodge Airport                                     ,ZA         ,Arathusa                                   ,ASS
small_airport ,Cradock Airport                                                   ,ZA         ,Cradock                                    ,CDO
large_airport ,Cape Town International Airport                                   ,ZA         ,Cape Town                                  ,CPT
small_airport ,Mubatuba Airport                                                  ,ZA         ,Mubatuba                                   ,DUK
small_airport ,Zulu Inyala Airport                                               ,ZA         ,Phinda                                     ,PZL
medium_airport,Ben Schoeman Airport                                              ,ZA         ,East London                                ,ELS
small_airport ,Empangeni Airport                                                 ,ZA         ,Empangeni                                  ,EMG
small_airport ,Ellisras Matimba Airport                                          ,ZA         ,Ellisras                                   ,ELL
medium_airport,Ficksburg Sentraoes Airport                                       ,ZA         ,Ficksburg                                  ,FCB
medium_airport,Grand Central Airport                                             ,ZA         ,Midrand                                    ,GCJ
large_airport ,George Airport                                                    ,ZA         ,George                                     ,GRJ
small_airport ,Giyani Airport                                                    ,ZA         ,Giyani                                     ,GIY
medium_airport,Rand Airport                                                      ,ZA         ,Johannesburg                               ,QRA
small_airport ,Hluhluwe Airport                                                  ,ZA         ,Hluhluwe                                   ,HLW
medium_airport,Harrismith Airport                                                ,ZA         ,Harrismith                                 ,HRS
small_airport ,Hoedspruit Air Force Base Airport                                 ,ZA         ,Hoedspruit                                 ,HDS
medium_airport,P C Pelser Airport                                                ,ZA         ,Klerksdorp                                 ,KXE
medium_airport,Kimberley Airport                                                 ,ZA         ,Kimberley                                  ,KIM
medium_airport,Kruger Mpumalanga International Airport                           ,ZA         ,Mpumalanga                                 ,MQP
small_airport ,Komatipoort Airport                                               ,ZA         ,Komatipoort                                ,KOF
medium_airport,Johan Pienaar Airport                                             ,ZA         ,Kuruman                                    ,KMH
medium_airport,Kleinsee Airport                                                  ,ZA         ,Kleinsee                                   ,KLZ
medium_airport,Lanseria Airport                                                  ,ZA         ,Johannesburg                               ,HLA
medium_airport,Lime Acres Finsch Mine Airport                                    ,ZA         ,Lime Acres                                 ,LMR
small_airport ,Londolozi Airport                                                 ,ZA         ,Londolozi                                  ,LDZ
large_airport ,King Shaka International Airport                                  ,ZA         ,Durban                                     ,DUR
small_airport ,Lusikisiki Airport                                                ,ZA         ,Lusikisiki                                 ,LUJ
small_airport ,Louis Trichardt Airport                                           ,ZA         ,Louis Trichardt                            ,LCD
medium_airport,Langebaanweg Airport                                              ,ZA         ,Langebaanweg                               ,SDB
medium_airport,Ladysmith Airport                                                 ,ZA         ,Ladysmith                                  ,LAY
medium_airport,Malamala Airport                                                  ,ZA         ,Malamala                                   ,AAM
medium_airport,Margate Airport                                                   ,ZA         ,Margate                                    ,MGH
small_airport ,Musina(Messina) Airport                                           ,ZA         ,Musina                                     ,MEZ
medium_airport,Mmabatho International Airport                                    ,ZA         ,Mafeking                                   ,MBD
medium_airport,Riverside Airport                                                 ,ZA         ,Malelane                                   ,LLE
small_airport ,Mossel Bay Airport                                                ,ZA         ,Mossel Bay                                 ,MZY
medium_airport,Mkuze Airport                                                     ,ZA         ,Mkuze                                      ,MZQ
medium_airport,Newcastle Airport                                                 ,ZA         ,Newcastle                                  ,NCS
small_airport ,Ngala Airport                                                     ,ZA         ,Ngala                                      ,NGL
small_airport ,Nelspruit Airport                                                 ,ZA         ,Nelspruit                                  ,NLP
small_airport ,Overberg Airport                                                  ,ZA         ,Overberg                                   ,OVG
medium_airport,Oudtshoorn Airport                                                ,ZA         ,Oudtshoorn                                 ,OUH
large_airport ,OR Tambo International Airport                                    ,ZA         ,Johannesburg                               ,JNB
small_airport ,Port Alfred Airport                                               ,ZA         ,Port Alfred                                ,AFD
medium_airport,Port Elizabeth Airport                                            ,ZA         ,Port Elizabeth                             ,PLZ
medium_airport,Plettenberg Bay Airport                                           ,ZA         ,Plettenberg Bay                            ,PBZ
medium_airport,Hendrik Van Eck Airport                                           ,ZA         ,Phalaborwa                                 ,PHW
medium_airport,Port St Johns Airport                                             ,ZA         ,Port St Johns                              ,JOH
small_airport ,Prieska Airport                                                   ,ZA         ,Prieska                                    ,PRK
medium_airport,Pietermaritzburg Airport                                          ,ZA         ,Pietermaritzburg                           ,PZB
small_airport ,Pilanesberg International Airport                                 ,ZA         ,Pilanesberg                                ,NTY
medium_airport,Polokwane International Airport                                   ,ZA         ,Polokwane                                  ,PTG
medium_airport,Potchefstroom Airport                                             ,ZA         ,Potchefstroom                              ,PCF
medium_airport,Queenstown Airport                                                ,ZA         ,Queenstown                                 ,UTW
medium_airport,Richards Bay Airport                                              ,ZA         ,Richards Bay                               ,RCB
small_airport ,Reivilo Airport                                                   ,ZA         ,Reivilo                                    ,RVO
medium_airport,Robertson Airport                                                 ,ZA         ,Robertson                                  ,ROD
medium_airport,Springbok Airport                                                 ,ZA         ,Springbok                                  ,SBU
medium_airport,Secunda Airport                                                   ,ZA         ,Secunda                                    ,ZEC
small_airport ,Sabi Sabi Airport                                                 ,ZA         ,Belfast                                    ,GSS
medium_airport,Sishen Airport                                                    ,ZA         ,Sishen                                     ,SIS
medium_airport,Skukuza Airport                                                   ,ZA         ,Skukuza                                    ,SZK
small_airport ,Thohoyandou Airport                                               ,ZA         ,Thohoyandou                                ,THY
small_airport ,Thaba Nchu Tar Airport                                            ,ZA         ,Homeward                                   ,TCU
medium_airport,Tzaneen Airport                                                   ,ZA         ,Tzaneen                                    ,LTA
medium_airport,Prince Mangosuthu Buthelezi Airport                               ,ZA         ,Ulundi                                     ,ULD
medium_airport,Pierre Van Ryneveld Airport                                       ,ZA         ,Upington                                   ,UTN
medium_airport,K. D. Matanzima Airport                                           ,ZA         ,Mthatha                                    ,UTT
medium_airport,Vryburg Airport                                                   ,ZA         ,Vyrburg                                    ,VRU
medium_airport,Virginia Airport                                                  ,ZA         ,Durban                                     ,VIR
medium_airport,Vredendal Airport                                                 ,ZA         ,Vredendal                                  ,VRE
small_airport ,Vryheid Airport                                                   ,ZA         ,Vryheid                                    ,VYD
medium_airport,Wonderboom Airport                                                ,ZA         ,Pretoria                                   ,PRY
medium_airport,Waterkloof Air Force Base                                         ,ZA         ,Pretoria                                   ,WKF
medium_airport,Francistown Airport                                               ,BW         ,Francistown                                ,FRW
small_airport ,Ghanzi Airport                                                    ,BW         ,Ghanzi                                     ,GNZ
medium_airport,Kasane Airport                                                    ,BW         ,Kasane                                     ,BBK
small_airport ,Khwai River Lodge Airport                                         ,BW         ,Khwai River Lodge                          ,KHW
small_airport ,Lobatse Airport                                                   ,BW         ,Lobatse                                    ,LOQ
medium_airport,Maun Airport                                                      ,BW         ,Maun                                       ,MUB
small_airport ,Orapa Airport                                                     ,BW         ,Orapa                                      ,ORP
small_airport ,Palapye Airport                                                   ,BW         ,Palapye                                    ,QPH
large_airport ,Sir Seretse Khama International Airport                           ,BW         ,Gaborone                                   ,GBE
medium_airport,Sua Pan Airport                                                   ,BW         ,Sowa                                       ,SXN
small_airport ,Savuti Airport                                                    ,BW         ,Savuti                                     ,SVT
small_airport ,Shakawe Airport                                                   ,BW         ,Shakawe                                    ,SWX
small_airport ,Limpopo Valley Airport                                            ,BW         ,Tuli Lodge                                 ,TLD
small_airport ,Tshabong Airport                                                  ,BW         ,Tshabong                                   ,TBY
medium_airport,Maya-Maya Airport                                                 ,CG         ,Brazzaville                                ,BZV
small_airport ,Djambala Airport                                                  ,CG         ,Djambala                                   ,DJM
small_airport ,Kindamba Airport                                                  ,CG         ,Kindamba                                   ,KNJ
small_airport ,Lague Airport                                                     ,CG         ,Lague                                      ,LCO
small_airport ,Mouyondzi Airport                                                 ,CG         ,Mouyondzi                                  ,MUY
small_airport ,Sibiti Airport                                                    ,CG         ,Sibiti                                     ,SIB
small_airport ,Yokangassi Airport                                                ,CG         ,Nkayi                                      ,NKY
small_airport ,Zanaga Airport                                                    ,CG         ,Zanaga                                     ,ANJ
small_airport ,Mossendjo Airport                                                 ,CG         ,Mossendjo                                  ,MSX
small_airport ,Boundji Airport                                                   ,CG         ,Boundji                                    ,BOE
medium_airport,Oyo Ollombo Airport                                               ,CG         ,Oyo                                        ,OLL
small_airport ,Ewo Airport                                                       ,CG         ,Ewo                                        ,EWO
small_airport ,Gamboma Airport                                                   ,CG         ,Gamboma                                    ,GMM
small_airport ,Impfondo Airport                                                  ,CG         ,Impfondo                                   ,ION
small_airport ,Kelle Airport                                                     ,CG         ,Kelle                                      ,KEE
small_airport ,Makoua Airport                                                    ,CG         ,Makoua                                     ,MKJ
medium_airport,Owando Airport                                                    ,CG         ,Owando                                     ,FTX
small_airport ,Souanke Airport                                                   ,CG         ,Souanke                                    ,SOE
small_airport ,Betou Airport                                                     ,CG         ,Betou                                      ,BTB
small_airport ,Makabana Airport                                                  ,CG         ,Makabana                                   ,KMK
medium_airport,Ngot Nzoungou Airport                                             ,CG         ,Dolisie                                    ,DIS
medium_airport,Pointe Noire Airport                                              ,CG         ,Pointe Noire                               ,PNR
medium_airport,Matsapha Airport                                                  ,SZ         ,Manzini                                    ,MTS
small_airport ,Fetlar Airport                                                    ,GB         ,Fetlar Island                              ,FEA
small_airport ,Carnot Airport                                                    ,CF         ,Carnot                                     ,CRF
medium_airport,Bangui M'Poko International Airport                               ,CF         ,Bangui                                     ,BGF
small_airport ,Bangassou Airport                                                 ,CF         ,Bangassou                                  ,BGU
small_airport ,Birao Airport                                                     ,CF         ,Birao                                      ,IRO
small_airport ,Bambari Airport                                                   ,CF         ,Bambari                                    ,BBY
small_airport ,N'DÃ©lÃ© Airport                                                  ,CF         ,N'DÃ©lÃ©                                   ,NDL
small_airport ,Bouar Airport                                                     ,CF         ,Bouar                                      ,BOP
small_airport ,Bria Airport                                                      ,CF         ,Bria                                       ,BIV
small_airport ,Bossangoa Airport                                                 ,CF         ,Bossangoa                                  ,BSN
medium_airport,BerbÃ©rati Airport                                                ,CF         ,BerbÃ©rati                                 ,BBT
small_airport ,Ouadda Airport                                                    ,CF         ,Ouadda                                     ,ODA
small_airport ,Yalinga Airport                                                   ,CF         ,Yalinga                                    ,AIG
small_airport ,Zemio Airport                                                     ,CF         ,Zemio                                      ,IMO
small_airport ,M'Boki Airport                                                    ,CF         ,Mboki                                      ,MKI
small_airport ,Batangafo Airport                                                 ,CF         ,Batangafo                                  ,BTG
small_airport ,Gordil Airport                                                    ,CF         ,Melle                                      ,GDI
small_airport ,Bakouma Airport                                                   ,CF         ,Bakouma                                    ,BMF
small_airport ,Ouanda DjallÃ© Airport                                            ,CF         ,Ouanda DjallÃ©                             ,ODJ
small_airport ,RafaÃ¯ Airport                                                    ,CF         ,RafaÃ¯                                     ,RFA
small_airport ,Bouca Airport                                                     ,CF         ,Bouca                                      ,BCF
small_airport ,Bozoum Airport                                                    ,CF         ,Bozoum                                     ,BOZ
small_airport ,AnnobÃ³n Airport                                                  ,GQ         ,San Antonio de PalÃ©                       ,NBN
small_airport ,President Obiang Nguema International Airport                     ,GQ         ,MengomeyÃ©n                                ,GEM
medium_airport,Malabo Airport                                                    ,GQ         ,Malabo                                     ,SSG
medium_airport,RAF Ascension Island                                              ,SH         ,Ascension Island                           ,ASI
small_airport ,St. Helena Airport                                                ,SH         ,Jamestown                                  ,HLE
large_airport ,Sir Seewoosagur Ramgoolam International Airport                   ,MU         ,Port Louis                                 ,MRU
medium_airport,Sir Charles Gaetan Duval Airport                                  ,MU         ,Port Mathurin                              ,RRG
small_airport ,Finschhafen Airport                                               ,PG         ,Buki                                       ,FIN
medium_airport,Diego Garcia Naval Support Facility                               ,IO         ,Diego Garcia                               ,NKW
small_airport ,Nkongsamba Airport                                                ,CM         ,Nkongsamba                                 ,NKS
small_airport ,Kribi Airport                                                     ,CM         ,Kribi                                      ,KBI
medium_airport,Tiko Airport                                                      ,CM         ,Tiko                                       ,TKC
medium_airport,Douala International Airport                                      ,CM         ,Douala                                     ,DLA
small_airport ,Mamfe Airport                                                     ,CM         ,Mamfe                                      ,MMF
small_airport ,Bali Airport                                                      ,CM         ,Bali                                       ,BLC
small_airport ,KaÃ©lÃ© Airport                                                   ,CM         ,KaÃ©lÃ©                                    ,KLE
small_airport ,Batouri Airport                                                   ,CM         ,Batouri                                    ,OUR
small_airport ,Yagoua Airport                                                    ,CM         ,Yagoua                                     ,GXX
medium_airport,Salak Airport                                                     ,CM         ,Maroua                                     ,MVR
medium_airport,Foumban Nkounja Airport                                           ,CM         ,Foumban                                    ,FOM
medium_airport,N'GaoundÃ©rÃ© Airport                                             ,CM         ,N'GaoundÃ©rÃ©                              ,NGE
small_airport ,Bertoua Airport                                                   ,CM         ,Bertoua                                    ,BTA
medium_airport,Garoua International Airport                                      ,CM         ,Garoua                                     ,GOU
small_airport ,Dschang Airport                                                   ,CM         ,Dschang                                    ,DSC
